drugbank_id,groups,name,type
DB01455,"['experimental', 'illicit']",19-Nor-5-androstenediol,small molecule
DB01456,"['experimental', 'illicit']",5-androstenedione,small molecule
DB01458,"['experimental', 'illicit']","2,5-Dimethoxy-4-(n)-propylthiophenethylamine",small molecule
DB01459,"['experimental', 'illicit', 'withdrawn']",Bezitramide,small molecule
DB01460,"['experimental', 'illicit']",Diethyltryptamine,small molecule
DB01461,"['experimental', 'illicit']",Dimenoxadol,small molecule
DB01462,"['experimental', 'illicit']",Etonitazene,small molecule
DB01463,"['experimental', 'illicit', 'withdrawn']",Fencamfamin,small molecule
DB01464,"['experimental', 'illicit']",Furethidine,small molecule
DB01465,"['experimental', 'illicit']","2,5-Dimethoxyamphetamine",small molecule
DB01466,"['experimental', 'illicit']",Ethylmorphine,small molecule
DB01467,"['experimental', 'illicit']","2,5-Dimethoxy-4-ethylamphetamine",small molecule
DB01468,"['experimental', 'illicit']",Ethylmethylthiambutene,small molecule
DB01469,"['experimental', 'illicit']",Acetorphine,small molecule
DB01470,['illicit'],alpha-methylthiofentanyl,small molecule
DB01471,"['experimental', 'illicit']",Bolasterone,small molecule
DB01472,"['experimental', 'illicit']",4-Methoxyamphetamine,small molecule
DB01473,"['experimental', 'illicit']",Betaprodine,small molecule
DB01474,"['experimental', 'illicit']","17alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene",small molecule
DB01475,"['experimental', 'illicit']",Dioxaphetyl butyrate,small molecule
DB01476,"['experimental', 'illicit']",Haloxazolam,small molecule
DB01477,"['experimental', 'illicit']",Codeine methylbromide,small molecule
DB01478,"['experimental', 'illicit']",Desmethylprodine,small molecule
DB01479,"['experimental', 'illicit']",BA-2664,small molecule
DB01480,"['experimental', 'illicit']",Cyprenorphine,small molecule
DB01481,"['experimental', 'illicit', 'investigational']",1-Testosterone,small molecule
DB01482,['experimental'],Fenethylline,small molecule
DB01483,['illicit'],Barbital,small molecule
DB01484,"['experimental', 'illicit']","4-Bromo-2,5-dimethoxyamphetamine",small molecule
DB01485,"['experimental', 'illicit']",4-Hydroxytestosterone,small molecule
DB01486,"['experimental', 'illicit']",Cathine,small molecule
DB01487,"['experimental', 'illicit']",Embutramide,small molecule
DB01488,"['experimental', 'illicit']",Dimethyltryptamine,small molecule
DB01489,"['experimental', 'illicit']",Camazepam,small molecule
DB01490,"['experimental', 'illicit']",Aminorex,small molecule
DB01491,"['experimental', 'illicit']",Dipipanone,small molecule
DB01493,['withdrawn'],Ethylestrenol,small molecule
DB01494,"['illicit', 'withdrawn']",Chloral betaine,small molecule
DB01495,"['approved', 'illicit']",Dichloralphenazone,small molecule
DB01496,"['experimental', 'illicit']","Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione",small molecule
DB01497,"['illicit', 'vet_approved']",Etorphine,small molecule
DB01498,"['experimental', 'illicit']",Alphamethadol,small molecule
DB01499,"['experimental', 'illicit']",Alphameprodine,small molecule
DB01500,"['experimental', 'illicit']",Oxabolone,small molecule
DB01501,"['approved', 'illicit']",Difenoxin,small molecule
DB01502,"['experimental', 'illicit']",Diampromide,small molecule
DB01503,"['experimental', 'illicit']",1-Androstenediol,small molecule
DB01505,"['experimental', 'illicit']",Etoxeridine,small molecule
DB01506,"['experimental', 'illicit']",1-Phenylcyclohexylamine,small molecule
DB01509,"['experimental', 'illicit']",Tenamfetamine,small molecule
DB01510,"['experimental', 'illicit']",Dehydrochloromethyltestosterone,small molecule
DB01511,"['experimental', 'illicit']",Delorazepam,small molecule
DB01512,"['experimental', 'illicit']",Hydromorphinol,small molecule
DB01513,"['experimental', 'illicit']","17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane",small molecule
DB01514,['illicit'],Furazabol,small molecule
DB01515,"['experimental', 'illicit']",Benzoylecgonine,small molecule
DB01516,"['experimental', 'illicit']","3,4,5-Trimethoxyamphetamine",small molecule
DB01518,"['experimental', 'illicit']",Benzethidine,small molecule
DB01520,"['experimental', 'illicit', 'investigational']",Tenocyclidine,small molecule
DB01521,"['experimental', 'illicit']",Clostebol,small molecule
DB01522,"['experimental', 'illicit']",Betacetylmethadol,small molecule
DB01523,"['experimental', 'illicit']",Clonitazene,small molecule
DB01524,"['experimental', 'illicit']",Androstenediol,small molecule
DB01525,"['experimental', 'illicit']",Ecgonine,small molecule
DB01526,"['experimental', 'illicit']",4-Androstenediol,small molecule
DB01527,['experimental'],Clortermine,small molecule
DB01528,"['experimental', 'illicit']","4-Methyl-2,5-dimethoxyamphetamine",small molecule
DB01529,"['experimental', 'illicit']",Dextromoramide,small molecule
DB01530,"['experimental', 'illicit']","5alpha-androstane-3alpha,17beta-diol",small molecule
DB01531,"['experimental', 'illicit']",Desomorphine,small molecule
DB01532,['illicit'],α-Methylacetylfentanyl,small molecule
DB01533,"['experimental', 'illicit']",Diethylthiambutene,small molecule
DB01534,"['experimental', 'illicit']",Chlorhexadol,small molecule
DB01535,"['illicit', 'investigational', 'vet_approved']",Carfentanil,small molecule
DB01536,"['experimental', 'illicit']",Androstenedione,small molecule
DB01537,"['experimental', 'illicit']","4-Bromo-2,5-dimethoxyphenethylamine",small molecule
DB01538,"['experimental', 'illicit']",Acetyldihydrocodeine,small molecule
DB01539,"['experimental', 'illicit']",1-Piperidinocyclohexanecarbonitrile,small molecule
DB01540,['illicit'],17alpha-methyl-4-hydroxynandrolone,small molecule
DB01541,"['illicit', 'vet_approved']",Boldenone,small molecule
DB01542,"['experimental', 'illicit']",Allylprodine,small molecule
DB01543,"['experimental', 'illicit']",18-methyl-19-nortestosterone,small molecule
DB01544,"['approved', 'illicit']",Flunitrazepam,small molecule
DB01545,"['experimental', 'illicit']",Ethyl loflazepate,small molecule
DB01546,"['illicit', 'investigational', 'withdrawn']",Etryptamine,small molecule
DB01547,"['experimental', 'illicit']",Drotebanol,small molecule
DB01548,"['illicit', 'vet_approved']",Diprenorphine,small molecule
DB01549,"['experimental', 'illicit']",Rolicyclidine,small molecule
DB01550,"['experimental', 'illicit', 'withdrawn']",Fenproporex,small molecule
DB01551,"['approved', 'illicit']",Dihydrocodeine,small molecule
DB01552,"['experimental', 'illicit']",Betameprodine,small molecule
DB01553,['experimental'],Cloxazolam,small molecule
DB01554,"['experimental', 'illicit']",Bolandiol,small molecule
DB01555,"['experimental', 'illicit']",Alphacetylmethadol,small molecule
DB01556,"['illicit', 'withdrawn']",Chlorphentermine,small molecule
DB01557,['illicit'],α-Methylfentanyl,small molecule
DB01558,"['approved', 'illicit', 'investigational']",Bromazepam,small molecule
DB01559,"['approved', 'illicit']",Clotiazepam,small molecule
DB01560,['illicit'],Cathinone,small molecule
DB01561,"['experimental', 'illicit']",Androstanedione,small molecule
DB01562,"['experimental', 'illicit']",1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,small molecule
DB01563,"['approved', 'illicit', 'investigational', 'vet_approved']",Chloral hydrate,small molecule
DB01564,"['experimental', 'illicit']",Calusterone,small molecule
DB01565,"['experimental', 'illicit']",Dihydromorphine,small molecule
DB01566,"['experimental', 'illicit']",Methylenedioxyethamphetamine,small molecule
DB01567,"['experimental', 'illicit']",Fludiazepam,small molecule
DB01568,"['experimental', 'illicit']",Codeine-N-oxide,small molecule
DB01569,"['experimental', 'illicit']",Formebolone,small molecule
DB01570,['illicit'],Ohmefentanyl,small molecule
DB01571,['illicit'],3-Methylfentanyl,small molecule
DB01572,"['experimental', 'illicit']",Methyl-1-testosterone,small molecule
DB01573,"['experimental', 'illicit']",Benzylmorphine,small molecule
DB01574,"['approved', 'vet_approved']",Attapulgite,small molecule
DB01575,['approved'],Kaolin,small molecule
DB01576,"['approved', 'illicit']",Dextroamphetamine,small molecule
DB01577,"['approved', 'illicit']",Metamfetamine,small molecule
DB01578,['experimental'],Metrizamide,small molecule
DB01579,"['approved', 'illicit']",Phendimetrazine,small molecule
DB01580,['approved'],Oxprenolol,small molecule
DB01581,"['approved', 'vet_approved']",Sulfamerazine,small molecule
DB01582,"['approved', 'investigational', 'vet_approved']",Sulfamethazine,small molecule
DB01583,['approved'],Liotrix,small molecule
DB01584,"['approved', 'withdrawn']",Thyroglobulin,other
DB01586,"['approved', 'investigational']",Ursodeoxycholic acid,small molecule
DB01587,['approved'],Ketazolam,small molecule
DB01588,"['approved', 'illicit']",Prazepam,small molecule
DB01589,"['approved', 'illicit']",Quazepam,small molecule
DB01590,['approved'],Everolimus,small molecule
DB01591,['approved'],Solifenacin,small molecule
DB01592,['approved'],Iron,small molecule
DB01593,"['approved', 'investigational']",Zinc,small molecule
DB01594,['experimental'],Cinolazepam,small molecule
DB01595,['approved'],Nitrazepam,small molecule
DB01597,"['approved', 'investigational']",Cilastatin,small molecule
DB01598,['approved'],Imipenem,small molecule
DB01599,"['approved', 'investigational']",Probucol,small molecule
DB01600,['approved'],Tiaprofenic acid,small molecule
DB01601,['approved'],Lopinavir,small molecule
DB01602,"['approved', 'investigational']",Bacampicillin,small molecule
DB01603,"['approved', 'investigational']",Meticillin,small molecule
DB01604,['approved'],Pivampicillin,small molecule
DB01605,['approved'],Pivmecillinam,small molecule
DB01606,['approved'],Tazobactam,small molecule
DB01607,"['approved', 'investigational', 'vet_approved']",Ticarcillin,small molecule
DB01608,"['approved', 'investigational']",Periciazine,small molecule
DB01609,"['approved', 'investigational']",Deferasirox,small molecule
DB01610,"['approved', 'investigational']",Valganciclovir,small molecule
DB01611,['approved'],Hydroxychloroquine,small molecule
DB01612,['approved'],Amyl Nitrite,small molecule
DB01613,"['approved', 'experimental', 'investigational']",Erythrityl tetranitrate,small molecule
DB01614,"['experimental', 'vet_approved']",Acepromazine,small molecule
DB01615,['experimental'],Aceprometazine,small molecule
DB01616,"['approved', 'investigational']",Alverine,small molecule
DB01618,['approved'],Molindone,small molecule
DB01619,['approved'],Phenindamine,small molecule
DB01620,['approved'],Pheniramine,small molecule
DB01621,"['approved', 'investigational']",Pipotiazine,small molecule
DB01622,['experimental'],Thioproperazine,small molecule
DB01623,['approved'],Thiothixene,small molecule
DB01624,"['approved', 'investigational']",Zuclopenthixol,small molecule
DB01625,"['approved', 'vet_approved']",Isopropamide,small molecule
DB01626,['approved'],Pargyline,small molecule
DB01627,"['approved', 'vet_approved']",Lincomycin,small molecule
DB01628,"['approved', 'investigational']",Etoricoxib,small molecule
DB01629,['experimental'],5-fluorouridine,small molecule
DB01630,['experimental'],SC-74020,small molecule
DB01631,['experimental'],Methyl nonanoate,small molecule
DB01632,"['approved', 'experimental', 'investigational']",5-O-phosphono-alpha-D-ribofuranosyl diphosphate,small molecule
DB01633,"['experimental', 'investigational']",Deoxy-2-fluoro-beta-D-cellotrioside,small molecule
DB01634,['experimental'],2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine,small molecule
DB01635,['experimental'],"2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine",small molecule
DB01637,"['experimental', 'investigational']","3,7,11,15-tetramethyl-hexadecan-1-ol",small molecule
DB01638,['approved'],Sorbitol,small molecule
DB01639,['experimental'],N-Methyl-Pyridoxal-5'-Phosphate,small molecule
DB01640,['experimental'],"6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2H)-one",small molecule
DB01641,['experimental'],"{(4Z)-2-[(1R,2R)-1-Amino-2-hydroxypropyl]-4-[(4-amino-1H-indol-3-yl)methylene]-5-oxo-4,5-dihydro-1H-imidazol-1-yl}acetic acid",small molecule
DB01642,['experimental'],methyl beta-D-glucopyranoside,small molecule
DB01643,['experimental'],Thymidine monophosphate,small molecule
DB01644,['experimental'],"3,6-dihydroxy-xanthene-9-propionic acid",small molecule
DB01645,['investigational'],Genistein,small molecule
DB01646,['experimental'],N-Acetylmethionine,small molecule
DB01647,['experimental'],Daxalipram,small molecule
DB01648,['experimental'],Methyl 4-thio-beta-D-glucopyranoside,small molecule
DB01649,['experimental'],7-methyl-GpppA,small molecule
DB01650,['experimental'],trans-2-hydroxycinnamic acid,small molecule
DB01651,['experimental'],"Methyl 4,6-O-[(1R)-1-carboxyethylidene]-beta-D-galactopyranoside",small molecule
DB01652,['experimental'],4-hydroxybenzoyl-CoA,small molecule
DB01655,['experimental'],L-gulonic acid 6-phosphate,small molecule
DB01656,['approved'],Roflumilast,small molecule
DB01657,['experimental'],"2-amino-3-[4-hydroxy-6-oxo-3-(2-phenyl-cyclopropylimino)-cyclohexa-1,4-dienyl]-propionic acid",small molecule
DB01658,['experimental'],1'-Deazo-Thiamin Diphosphate,small molecule
DB01659,['experimental'],"3-(1,10-Phenanthrol-2-Yl)-L-Alanine",small molecule
DB01661,['experimental'],1-(5-phospho-D-ribosyl)-ATP,small molecule
DB01662,['experimental'],Trans-O-Hydroxy-Alpha-Methyl Cinnamate,small molecule
DB01663,['experimental'],"lambda-bis(2,2'-bipyridine)-(5-methyl-2-2'-bipyridine)-C9-adamantane ruthenium (II)",small molecule
DB01664,['experimental'],(S)-DES-ME-AMPA,small molecule
DB01665,['experimental'],2H-Benzimidazol-2-amine,small molecule
DB01666,['experimental'],D-Myo-Inositol-Hexasulphate,small molecule
DB01667,['experimental'],8-azaguanine,small molecule
DB01668,['experimental'],Nanaomycin D,small molecule
DB01669,['experimental'],Virginiamycin M1,small molecule
DB01670,['experimental'],Propyl acetate,small molecule
DB01671,['experimental'],p-Hydroxymercuribenzoic acid,small molecule
DB01672,['experimental'],"2,3-Dihydroxy-Benzoic Acid",small molecule
DB01673,['experimental'],Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine,small molecule
DB01674,['experimental'],[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid,small molecule
DB01675,['experimental'],Methacrylyl-Coenzyme A,small molecule
DB01676,['experimental'],Trinitrotoluene,small molecule
DB01677,"['experimental', 'investigational']",Fumaric Acid,small molecule
DB01678,['experimental'],RU84687,small molecule
DB01679,['experimental'],Propyl Trihydrogen Diphosphate,small molecule
DB01681,['experimental'],Benzene Hexacarboxylic Acid,small molecule
DB01682,['experimental'],6'-Methyl-Thiamin Diphosphate,small molecule
DB01683,['experimental'],Chymostatin,small molecule
DB01684,['experimental'],1-Hydroxy-1-Thio-Glycerol,small molecule
DB01685,['experimental'],Topiroxostat,small molecule
DB01686,['experimental'],"N,N-dimethylarginine",small molecule
DB01687,['experimental'],beta-Mannobiose,small molecule
DB01688,['experimental'],P-Cresol,small molecule
DB01689,['experimental'],Inhibitor Idd 384,small molecule
DB01690,['experimental'],Bis(Adenosine)-5'-Triphosphate,small molecule
DB01691,['experimental'],Indole Naphthyridinone,small molecule
DB01692,['experimental'],Dithioerythritol,small molecule
DB01694,['experimental'],D-tartaric acid,small molecule
DB01695,['experimental'],N-Hydroxy-4-Phosphono-Butanamide,small molecule
DB01697,['experimental'],beta-cellotriose,small molecule
DB01698,"['approved', 'experimental', 'investigational']",Rutin,small molecule
DB01699,['experimental'],(4e)-4-Aminohex-4-Enoic Acid,small molecule
DB01700,"['experimental', 'investigational']",AICA ribonucleotide,small molecule
DB01701,['experimental'],"1,2-Dichloro-Propane",small molecule
DB01702,['experimental'],"2-(3,4-Dihydroxyphenyl)Acetic Acid",small molecule
DB01703,['experimental'],N-(2-ferrocenylethyl)maleimide,small molecule
DB01704,['experimental'],"2,4-Dihydroxy-Trans Cinnamic Acid",small molecule
DB01705,['experimental'],Bis(5-Amidino-Benzimidazolyl)Methane,small molecule
DB01706,['experimental'],2-Bromo-6-chloro-purine,small molecule
DB01707,['experimental'],"L-Alfa-Lysophosphatidylcholine, Lauroyl",small molecule
DB01708,"['approved', 'investigational', 'nutraceutical']",Prasterone,small molecule
DB01709,['experimental'],2-phospho-D-glyceric acid,small molecule
DB01710,['experimental'],Porphyrin Fe(III),small molecule
DB01711,['experimental'],"2,3,4,5,6-Pentafluorobenzyl Alcohol",small molecule
DB01712,['experimental'],"(3R)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-L-phenylalanine ethyl ester",small molecule
DB01713,['experimental'],UDP-alpha-D-xylose,small molecule
DB01714,['experimental'],Epsilon-N-methyllysine,small molecule
DB01715,['experimental'],"7,8-Diamino-Nonanoic Acid",small molecule
DB01716,['experimental'],2-propenyl-N-acetyl-neuramic acid,small molecule
DB01717,['experimental'],Bis(Adenosine)-5'-Pentaphosphate,small molecule
DB01718,['approved'],Cetrimonium,small molecule
DB01719,['experimental'],Thio-Maltopentaose,small molecule
DB01720,['experimental'],(2Z)-2-(Benzoylamino)-3-[4-(2-bromophenoxy)phenyl]acrylic acid,small molecule
DB01721,['experimental'],"N-[2-hydroxy-1-indanyl]-5-[(2-tertiarybutylaminocarbonyl)-4(benzo[1,3]dioxol-5-ylmethyl)-piperazino]-4-hydroxy-2-(1-phenylethyl)-pentanamide",small molecule
DB01723,['experimental'],"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",small molecule
DB01724,['experimental'],L-Threoninol,small molecule
DB01725,['experimental'],"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide",small molecule
DB01726,['experimental'],2-Aminophenol,small molecule
DB01727,['experimental'],Isocitric Acid,small molecule
DB01728,['experimental'],"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",small molecule
DB01729,['experimental'],"1D-myo-inositol 1,3,4-trisphosphate",small molecule
DB01731,['experimental'],(S)-wiskostatin,small molecule
DB01732,['experimental'],"(4R,5S,6S,7R)-1,3-dibenzyl-4,7-bis(phenoxymethyl)-5,6-dihydroxy-1,3 diazepan-2-one",small molecule
DB01733,['experimental'],L-Phospholactate,small molecule
DB01734,['experimental'],3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid,small molecule
DB01735,['experimental'],3-Chloroalaninate,small molecule
DB01736,['experimental'],[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium,small molecule
DB01737,['experimental'],"Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester",small molecule
DB01738,['experimental'],Phosphorylcolamine,small molecule
DB01739,['experimental'],L-alloisoleucine,small molecule
DB01740,['experimental'],"4-butyl-5-propyl-1,3-selenazol-2-amine",small molecule
DB01741,['experimental'],CRA_17693,small molecule
DB01742,['experimental'],(3r)-1-Acetyl-3-Methylpiperidine,small molecule
DB01744,['approved'],Camphor,small molecule
DB01745,['experimental'],N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester,small molecule
DB01746,['experimental'],D-Leucine,small molecule
DB01747,['experimental'],Coprogen,small molecule
DB01748,['experimental'],N-Benzyl-4-Sulfamoyl-Benzamide,small molecule
DB01749,['experimental'],"1,2-Dimethoxyethane",small molecule
DB01750,['experimental'],1-naphthaleneacetic acid,small molecule
DB01751,['experimental'],Tetraiodothyroacetic acid,small molecule
DB01752,['experimental'],S-adenosyl-L-homocysteine,small molecule
DB01753,['experimental'],4-oxo-nicotinamide-adenine dinucleotide phosphate,small molecule
DB01754,['experimental'],"3,4-Dihydroxy-1-Methylquinolin-2(1h)-One",small molecule
DB01755,['experimental'],N-[Isoleucinyl]-N'-[adenosyl]-diaminosufone,small molecule
DB01756,['experimental'],4-phospho-L-threonic acid,small molecule
DB01758,['experimental'],3-Iodo-Tyrosine,small molecule
DB01759,['experimental'],Kojic acid,small molecule
DB01760,['experimental'],2-Methoxy-3-Isopropylpyrazine,small molecule
DB01761,['experimental'],4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1H-imidazol-2-yl]-piperidine,small molecule
DB01762,['experimental'],Acetoacetic acid,small molecule
DB01763,['experimental'],7-thionicotinamide-adenine-dinucleotide phosphate,small molecule
DB01764,['approved'],Dalfopristin,small molecule
DB01765,['experimental'],"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",small molecule
DB01766,['experimental'],Beta-(2-Naphthyl)-Alanine,small molecule
DB01767,['experimental'],Hemi-Babim,small molecule
DB01768,['experimental'],Methylumbelliferyl sialic acid,small molecule
DB01771,['experimental'],CRA_10991,small molecule
DB01772,['experimental'],"3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione",small molecule
DB01773,['experimental'],4-[3-carboxymethyl-3-(4-phosphonooxy-benzyl)-ureido]-4-[(3-cyclohexyl-propyl)-methyl-carbamoyl]butyric acid,small molecule
DB01774,['experimental'],Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester,small molecule
DB01775,['experimental'],Dihydroxyacetone,small molecule
DB01776,['experimental'],M-Cresol,small molecule
DB01777,['experimental'],CoA-S-trimethylene-acetyl-tryptamine,small molecule
DB01778,['experimental'],8-Aminotheophylline,small molecule
DB01779,['experimental'],Glycerol 2-phosphate,small molecule
DB01780,['experimental'],Fusicoccin,small molecule
DB01782,['experimental'],Pyrazolanthrone,small molecule
DB01783,"['approved', 'nutraceutical', 'vet_approved']",Pantothenic acid,small molecule
DB01784,['experimental'],4-Flourobenzenesulfonamide,small molecule
DB01785,['experimental'],Dimethylallyl Diphosphate,small molecule
DB01786,['experimental'],D-Alanine,small molecule
DB01788,['experimental'],4-Imino-5-Methidyl-2-Methylpyrimidine,small molecule
DB01789,['experimental'],"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene",small molecule
DB01790,['experimental'],(Rp)-cAMPS,small molecule
DB01791,['experimental'],Piclamilast,small molecule
DB01792,['experimental'],Adenylyl-(3'-5')-uridine 3'-monophosphate,small molecule
DB01793,['experimental'],SB-409513,small molecule
DB01794,['experimental'],bis(molybdopterin)tungsten cofactor,small molecule
DB01795,['experimental'],Phenylboronic acid,small molecule
DB01796,['experimental'],Quinolinic Acid,small molecule
DB01797,['experimental'],"(2R)-2-(aminomethyl)-2,4-dihydroxy-5-oxo-3-(2-oxoethyl)-2,5-dihydro-1H-imidazol-3-ium",small molecule
DB01798,['experimental'],Ethyl Dihydrogen Diphosphate,small molecule
DB01799,['experimental'],4-Hydroxy-3-Methyl Butyl Diphosphate,small molecule
DB01800,['experimental'],4-Nitrocatechol sulfate,small molecule
DB01802,['experimental'],"(4R)-7-Aza-7,8-dihydrolimonene",small molecule
DB01803,['experimental'],2-(Trimethylammonium)Ethyl Thiol,small molecule
DB01804,['experimental'],"2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate",small molecule
DB01805,['experimental'],Monoisopropylphosphorylserine,small molecule
DB01806,['experimental'],10-decarboxymethylaclacinomycin A,small molecule
DB01807,['experimental'],"N-[(3Z)-5-Tert-butyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-ylidene]-N'-(4-chlorophenyl)urea",small molecule
DB01808,['experimental'],Thiarsahydroxy-Cysteine,small molecule
DB01809,['experimental'],"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",small molecule
DB01810,['experimental'],"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",small molecule
DB01811,['experimental'],"3h-Indole-5,6-Diol",small molecule
DB01812,['experimental'],"Adenosine 3',5'-diphosphate",small molecule
DB01813,['experimental'],Pyridoxyl-Glutamic Acid-5'-Monophosphate,small molecule
DB01814,['experimental'],2-Tridecanoyloxy-Pentadecanoic Acid,small molecule
DB01815,['experimental'],Nz-(Dicarboxymethyl)Lysine,small molecule
DB01816,['experimental'],Castanospermine,small molecule
DB01817,['experimental'],Threonine-Aspartic Ester,small molecule
DB01818,['experimental'],O3-Sulfonylgalactose,small molecule
DB01819,['experimental'],Phosphoenolpyruvate,small molecule
DB01820,['experimental'],2-{[4-(2-Acetylamino-2-pentylcarbamoyl-ethyl)-naphthalen-1-YL]-oxalyl-amino}-benzoic acid,small molecule
DB01821,['experimental'],"L-N(omega)-Nitroarginine-2,4-L-diaminobutyric amide",small molecule
DB01822,['experimental'],"(4R,5R)-1,2-dithiane-4,5-diol",small molecule
DB01823,['experimental'],Beta-D-Glucopyranose Spirohydantoin,small molecule
DB01824,['experimental'],"(3S)-Tetrahydro-3-furanyl {(2S,3S)-4-[(2S,4R)-4-{(1S,2R)-2-[(S)-amino(hydroxy)methoxy]-2,3-dihydro-1H-inden-1-yl}-2-benzyl-3-oxo-2-pyrrolidinyl]-3-hydroxy-1-phenyl-2-butanyl}carbamate",small molecule
DB01825,['experimental'],2-amino-8-methyl-4(1H)-quinazolinone,small molecule
DB01826,['experimental'],N-Butyl Isocyanide,small molecule
DB01827,['experimental'],"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",small molecule
DB01828,['experimental'],Methylamine,small molecule
DB01829,['experimental'],Desulfo-coenzyme A,small molecule
DB01830,['experimental'],AP-22408,small molecule
DB01831,['experimental'],Tryptophanyl-5'amp,small molecule
DB01832,['experimental'],4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid,small molecule
DB01833,['experimental'],Canavanine,small molecule
DB01834,['experimental'],"(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",small molecule
DB01835,['experimental'],4R-Fluoro-N6-ethanimidoyl-L-lysine,small molecule
DB01836,['experimental'],"[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone",small molecule
DB01837,['experimental'],O-acetyl-L-serine,small molecule
DB01838,['experimental'],"6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone",small molecule
DB01839,"['approved', 'investigational']",Propylene glycol,small molecule
DB01840,['experimental'],2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate,small molecule
DB01841,['experimental'],"4,6-Dideoxyglucose",small molecule
DB01842,['experimental'],3'-Phosphate-Adenosine-5'-Diphosphate,small molecule
DB01843,['experimental'],"(5S,7R,8S,9S,10R)-3-Amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione",small molecule
DB01844,['experimental'],"N,N-dimethylformamide",small molecule
DB01846,['experimental'],Oxidized coenzyme A,small molecule
DB01847,['experimental'],N-Carbamyl-D-Valine,small molecule
DB01849,['experimental'],Dihydrouracil,small molecule
DB01850,['experimental'],"(2S,3S,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",small molecule
DB01851,['experimental'],Tetrabutylammonium Ion,small molecule
DB01852,['experimental'],Kaempherol,small molecule
DB01853,['experimental'],Bacteriochlorophyll A,small molecule
DB01854,['experimental'],5-Bromonicotinamide,small molecule
DB01855,['experimental'],5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid,small molecule
DB01856,['experimental'],Pimelic Acid,small molecule
DB01857,['experimental'],Phosphoaspartate,small molecule
DB01858,['experimental'],[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate,small molecule
DB01859,['experimental'],4-CDP-2-C-methyl-D-erythritol 2-phosphate,small molecule
DB01860,['experimental'],Cordycepin Triphosphate,small molecule
DB01861,['experimental'],Uridine diphosphate glucose,small molecule
